Series Title,Year Released,Content Rating,IMDB Rating,R Rating,Genre,Description,No of Seasons,Streaming Platform
The Weather Files,2018,N/A,N/A,-1,"2018,Prime Video",The Weather Files (8?60'; HD) is a new documentary series that shines a spotlight on extreme weather patterns. The series travels across North America chronicling severe weather phenomena ...The Weather Files has one or more episodes streaming with subscription on Prime Video. It has 8 episodes over 1 season. The Weather Files is still airing with no announced date for the next episode or season.,1Season,Prime Video
Night In/Night Out,2018,N/A,N/A,-1,"2018,Prime Video",Night In/Night Out has one or more episodes streaming with subscription on Prime Video. It has 5 episodes over 1 season. Night In/Night Out is still airing with no announced date for the next episode or season.,1Season,Prime Video
I Pranked My Parents,2014,N/A,N/A,-1,"2014,Prime Video",I Pranked My Parents has one or more episodes streaming with subscription on Prime Video. It has 13 episodes over 1 season. I Pranked My Parents is still airing with no announced date for the next episode or season.,1Season,Prime Video
Python for Everybody,2016,N/A,N/A,-1,"2016,Prime Video","Python for Everybody has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 56 episodes over 1 season. Python for Everybody is still airing with no announced date for the next episode or season.",1Season,Prime Video
Legend Hunters,2006,N/A,N/A,-1,"Documentary,2006",Legend Hunters has one or more episodes streaming with subscription on Prime Video. It's a documentary show with 1 episodes over 1 season. Legend Hunters is still airing with no announced date for the next episode or season.,1Season,Prime Video
In the Dream to Find the Answer,2015,N/A,N/A,-1,"2015,Prime Video",In the Dream to Find the Answer has one or more episodes streaming with subscription on Prime Video. It has 32 episodes over 1 season. In the Dream to Find the Answer is still airing with no announced date for the next episode or season.,1Season,Prime Video
The Best Markets On Earth,2017,N/A,N/A,-1,"2017,Prime Video","The Best Markets On Earth has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 13 episodes over 1 season. The Best Markets On Earth is still airing with no announced date for the next episode or season.",1Season,Prime Video
Christmas in Car City,2017,N/A,N/A,-1,"2017,Prime Video",Christmas in Car City has one or more episodes streaming with subscription on Prime Video. It has 24 episodes over 1 season. Christmas in Car City is still airing with no announced date for the next episode or season.,1Season,Prime Video
Travel Beside Me,2016,N/A,N/A,-1,"2016,Prime Video","Travel Beside Me has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 4 episodes over 1 season. Travel Beside Me is still airing with no announced date for the next episode or season.",1Season,Prime Video
Piux XII,2017,N/A,N/A,-1,"2017,Prime Video",Piux XII has one or more episodes streaming with subscription on Prime Video. It has 2 episodes over 1 season. Piux XII is still airing with no announced date for the next episode or season.,1Season,Prime Video
Chickenwatch,2018,N/A,N/A,-1,"2018,Prime Video","Best friends, chicken addicts, and wannabe rappers Keith & Chris try fried chicken across different cultures and customs, appreciating the unique interpretations of America?s popular food.Chickenwatch has one or more episodes streaming with subscription on Prime Video. It has 6 episodes over 1 season. Chickenwatch is still airing with no announced date for the next episode or season.",1Season,Prime Video
Clip: Lego Set Builds Minifgures - Artifex,2016,N/A,N/A,-1,"2016,Prime Video",Clip: Lego Set Builds Minifgures - Artifex has one or more episodes streaming with subscription on Prime Video. It has 19 episodes over 1 season. Clip: Lego Set Builds Minifgures - Artifex is still airing with no announced date for the next episode or season.,1Season,Prime Video
Desperate Widows,2016,N/A,N/A,-1,"2016,Prime Video","Desperate Widows has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 8 episodes over 1 season. Desperate Widows is still airing with no announced date for the next episode or season.",1Season,Prime Video
Jelly Jam,2011,N/A,N/A,-1,"2011,Prime Video",Jelly Jam has one or more episodes streaming with subscription on Prime Video. It has 20 episodes over 1 season. Jelly Jam is still airing with no announced date for the next episode or season.,1Season,Prime Video
Oh My General,2017,N/A,N/A,-1,"2017,Prime Video",Oh My General has one or more episodes streaming with subscription on Prime Video. It has 50 episodes over 1 season. Oh My General is still airing with no announced date for the next episode or season.,1Season,Prime Video
Nordic Road Trip 2018,2018,N/A,N/A,-1,"2018,Prime Video",Nordic Road Trip 2018 has one or more episodes streaming with subscription on Prime Video. It has 11 episodes over 1 season. Nordic Road Trip 2018 is still airing with no announced date for the next episode or season.,1Season,Prime Video
My First INBA Fitness Model Competition,2017,N/A,N/A,-1,"2017,Prime Video","My First INBA Fitness Model Competition has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 62 episodes over 4 seasons. My First INBA Fitness Model Competition is still airing with no announced date for the next episode or season.",4Seasons,Prime Video
Tom The Tow Truck's Paint Shop,2016,N/A,N/A,-1,"2016,Prime Video",Tom The Tow Truck's Paint Shop has one or more episodes streaming with subscription on Prime Video. It has 40 episodes over 2 seasons. Tom The Tow Truck's Paint Shop is still airing with no announced date for the next episode or season.,2Seasons,Prime Video
Feed Famous,2018,N/A,N/A,-1,"2018,Prime Video","The ultimate social media modeling competition. Aspiring social media influencers compete to win the title of ""Feed Famous.?Feed Famous has one or more episodes streaming with subscription on Prime Video. It has 5 episodes over 1 season. Feed Famous is still airing with no announced date for the next episode or season.",1Season,Prime Video
Kailin Gow's The Crazy Ones,2017,N/A,N/A,-1,"2017,Prime Video","Kailin Gow's The Crazy Ones has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 3 episodes over 1 season. Kailin Gow's The Crazy Ones is still airing with no announced date for the next episode or season.",1Season,Prime Video
Everyday Elevated With Sharone Hakman,2017,N/A,N/A,-1,"2017,Prime Video","Everyday Elevated With Sharone Hakman has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 5 episodes over 1 season. Everyday Elevated With Sharone Hakman is still airing with no announced date for the next episode or season.",1Season,Prime Video
The World's Best Chefs - The Toque 12,2013,N/A,N/A,-1,"2013,Prime Video","The World's Best Chefs - The Toque 12 has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 4 episodes over 1 season. The World's Best Chefs - The Toque 12 is still airing with no announced date for the next episode or season.",1Season,Prime Video
"YTF: Yesterday, Today, Forever",2012,N/A,N/A,-1,"2012,Prime Video","YTF: Yesterday, Today, Forever has one or more episodes streaming with subscription on Prime Video, available for purchase on iTunes, and available for purchase on Prime Video. It has 8 episodes over 1 season. YTF: Yesterday, Today, Forever is still airing with no announced date for the next episode or season.",1Season,Prime Video
Minecraft Shorts,2014,N/A,N/A,-1,"2014,Prime Video",A player has an altercation with a couple of ZombiesMinecraft Shorts has one or more episodes streaming with subscription on Prime Video. It has 32 episodes over 1 season. Minecraft Shorts is still airing with no announced date for the next episode or season.,1Season,Prime Video
The Flavors of France,2013,N/A,N/A,-1,"2013,Prime Video","The Flavors of France has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 56 episodes over 3 seasons. The Flavors of France is still airing with no announced date for the next episode or season.",3Seasons,Prime Video
Simple Living With Wanda Urbanska,2004,N/A,N/A,-1,"2004,Prime Video","Simple Living With Wanda Urbanska has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 13 episodes over 1 season. Simple Living With Wanda Urbanska is still airing with no announced date for the next episode or season.",1Season,Prime Video
The Golden Age of Toy Trains,2012,N/A,N/A,-1,"2012,Prime Video","The Golden Age of Toy Trains has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 2 episodes over 1 season. The Golden Age of Toy Trains is still airing with no announced date for the next episode or season.",1Season,Prime Video
Wide World of Kids,2013,N/A,N/A,-1,"2013,Prime Video","Wide World of Kids has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 24 episodes over 2 seasons. Wide World of Kids is still airing with no announced date for the next episode or season.",2Seasons,Prime Video
The Coeds,2015,N/A,N/A,-1,"2015,Prime Video","The Coeds has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 5 episodes over 1 season. The Coeds is still airing with no announced date for the next episode or season.",1Season,Prime Video
Deep Rest: Guided Meditations with Christine Wushke,2017,N/A,N/A,-1,"2017,Prime Video","Deep Rest: Guided Meditations with Christine Wushke has one or more episodes streaming with subscription on Prime Video, and available for purchase on Prime Video. It has 5 episodes over 1 season. Deep Rest: Guided Meditations with Christine Wushke is still airing with no announced date for the next episode or season.",1Season,Prime Video
